Dấu thời gian,Giới tính,Năm học hiện tại,Kinh nghiệm sử dụng công cụ số trong học tập ,Trường của bạn nằm ở vùng nào,Tôi hiểu rõ khái niệm và tầm quan trọng của chuyển đổi số trong học tập ngành ngôn ngữ.,Tôi nhận thấy chuyển đổi số mang lại nhiều lợi ích cho người học.,Tôi thấy rất dễ dàng để thực hiện chuyển đổi số trong học tập chuyên ngành của mình.,Nhà trường có chính sách rõ ràng để khuyến khích và thúc đẩy sinh viên thực hiện chuyển đổi số trong học tập,Nhà trường cung cấp đầy đủ tài liệu và chương trình đào tạo liên quan đến chuyển đổi số.,"Tôi có cơ hội tham gia các khóa học, các hội thảo về thực hiện chuyển đổi số trong học tập do trường tổ chức.",Giảng viên của tôi khi lên lớp có lồng ghép kiến thức về chuyển đổi số vào bài giảng.,"Giảng viên, bạn bè khuyến khích tôi ứng dụng công nghệ vào các hoạt động học tập.","Tôi có đủ thiết bị (máy tính, Internet…) và công cụ để ứng dụng công nghệ số trong học tập và công việc","Tôi được tiếp cận nền tảng, công cụ học trực tuyến (LMS, MOOCs, v.v.)",Tôi có thể sử dụng thành thạo các công cụ số  để ứng dụng trong học tập chuyên ngành của mình.,Tôi dễ dàng tiếp cận các công cụ số hỗ trợ cho công việc học tập.,Tôi sẵn sàng sử dụng công nghệ một cách thường xuyên trong học tập để thích ứng với chuyển đổi số.,Tôi thường xuyên cập nhật thông tin về xu hướng chuyển đổi số trong chuyên ngành của mình.,Tôi sẵn sàng học thêm kỹ năng số để nâng cao chất lượng học tập.,Tôi ủng hộ việc thực hiện chuyển đổi số trong dạy và học chuyên ngành ngôn ngữ.,Tôi sẵn sàng giới thiệu các công cụ số ứng dụng trong học tập cho các bạn học khác.,Tôi sẵn sàng chia sẻ kỹ năng số của mình cho các bạn học.
4/8/2025 19:27:16,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,5,4,5,4,5,4,5,2,4,4,4,5,5,5,5,5
4/8/2025 19:42:31,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
4/8/2025 19:56:45,Nam,Năm thứ ba,Dưới 1 năm,Miền Trung,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/8/2025 20:23:39,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4
4/8/2025 20:30:37,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,4,3,3,3,4,5,5,4,3,4,5,4,5,5,5,5
4/8/2025 20:31:12,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,3,2,3,2,5,5,2,3,4,5,4,5,5,4,5
4/8/2025 20:31:33,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,4,4,4,5,5,5,5,5,5,5,3,2,4,5,5,5
4/8/2025 20:31:44,Nam,Khác,Trên 3 năm,Miền Nam,4,5,5,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 20:32:03,Nữ,Năm thứ tư,Dưới 1 năm,Miền Nam,4,4,3,4,4,5,5,4,5,2,2,4,4,2,5,5,5,5
4/8/2025 20:32:05,Nam,Khác,Trên 3 năm,Miền Nam,4,4,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,4
4/8/2025 20:32:11,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,3,5,3,4,5,3,5,4,5,2,1,3,4,3,4,4,5,3
4/8/2025 20:32:14,Nam,Khác,Trên 3 năm,Miền Nam,5,5,5,4,3,3,4,5,5,4,4,4,4,2,3,4,4,3
4/8/2025 20:32:34,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,4,3,3,4,4,5,5,4,4,4,5,4,5,5,4,4
4/8/2025 20:32:37,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,4,4,1,2,5,5,1,5,5,5,5,3,5,2,1
4/8/2025 20:32:57,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,1,1,1,3,2,3,2,2,1,1,1,1,2,1,1,1,2,1
4/8/2025 20:33:25,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,3,4,3,3,3,2,4,5,5,2,4,5,4,3,2,4,5,5
4/8/2025 20:33:30,Nữ,Khác,1 - 3 năm,Miền Nam,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,4
4/8/2025 20:33:40,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,2,4,5,5,4,4,4,5,5,5,5,5,5
4/8/2025 20:33:53,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,4,3,4,4,5,5,4,4,4,5,4,4,5,4,4
4/8/2025 20:34:05,Nữ,Khác,Dưới 1 năm,Miền Nam,4,4,4,3,3,3,4,4,5,3,3,5,4,4,4,4,5,5
4/8/2025 20:34:19,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,2,4,2,2,4,1,3,3,4,2,3,4,4,2,4,4,3,4
4/8/2025 20:34:58,Nữ,Khác,Trên 3 năm,Miền Nam,4,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4,3,3
4/8/2025 20:35:13,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,4,4,2,2,3,5,1,2,4,4,2,4,4,4,4
4/8/2025 20:35:20,Nữ,Khác,Trên 3 năm,Miền Nam,4,4,4,4,3,3,4,4,4,2,3,4,4,3,4,4,4,3
4/8/2025 20:35:22,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,3,2,3,2,2,2,5,1,2,3,3,3,3,4,4,4
4/8/2025 20:35:38,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,3,4,4,3,4,5,5,5,4,5,5,4,5,5,5,5
4/8/2025 20:36:27,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,5,3,3,3,4,4,4,5,3,4,4,4,4,5,5,4,4
4/8/2025 20:36:27,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,2,5,4,4,3,2,5,4,5,4,4,5,5,4,4,5,5,2
4/8/2025 20:37:00,Nam,Năm thứ tư,Dưới 1 năm,Miền Nam,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/8/2025 20:38:44,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/8/2025 20:39:23,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,4,4,2,4,5,5,4,4,4,4,5,5,5,4,3,5
4/8/2025 20:39:36,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 20:39:51,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,4,5,5,5,4,4,5,5,4,5,4,4,5,4,4,5,5
4/8/2025 20:40:17,Nữ,Khác,Dưới 1 năm,Miền Nam,4,4,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4
4/8/2025 20:40:25,Nữ,Khác,"Dưới 1 năm, Trên 3 năm",Miền Nam,4,4,2,4,2,2,2,5,5,5,4,4,4,4,4,4,4,4
4/8/2025 20:41:32,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,4,4
4/8/2025 20:41:39,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 20:41:43,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5
4/8/2025 20:42:27,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 20:43:19,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4
4/8/2025 20:45:43,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,3,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5
4/8/2025 20:47:29,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,5,3,2,3,4,3,5,4,5,5,5,5,5,5,5,5
4/8/2025 20:50:44,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,5,4,3,2,4,5,5,5,4,5,5,5,5,5,5,5
4/8/2025 20:53:15,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,4,3,3,2,5,4,4,4,4,4,4,4,4,4,5,4
4/8/2025 20:53:55,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,3,5,4,3,5,4,3,4,4,4,4,4,5,5,5,5,5
4/8/2025 20:54:38,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,2,2,2,4,1,5,5,5,5,5,4,5,5,5,5
4/8/2025 20:56:57,Nữ,Năm thứ ba,Dưới 1 năm,Miền Nam,5,5,5,4,4,4,4,4,3,5,4,5,5,3,3,4,5,3
4/8/2025 21:01:09,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,4,3,3,4,4,3,5,5,4,5,5,5,5,4,5,5
4/8/2025 21:01:11,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,2,4,5,5,4,5,4,3,2,3,5,4,5,5,5,5
4/8/2025 21:03:09,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,5
4/8/2025 21:03:42,Nữ,Khác,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,5,3,3,4,4,4,5,5,5,4
4/8/2025 21:09:42,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,3,5,3,3,3,3,3,3,5,5,3,4,4,3,4,4,4,4
4/8/2025 21:10:27,Nữ,Khác,Dưới 1 năm,Miền Nam,4,5,4,5,5,1,5,5,5,1,4,5,5,1,5,5,5,5
4/8/2025 21:11:01,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5
4/8/2025 21:11:04,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 21:18:03,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,4,3,4,4,3,5,5,4,5,4,5,4,4,4,5,4
4/8/2025 21:18:30,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,4,4,4,4,4,4,3,3,4,5,3,5,4,3
4/8/2025 21:22:13,Nam,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 21:37:19,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,5,2,4,4,4,4,5,4,3,4,4,5,5,5,4,4
4/8/2025 21:37:24,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,4,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4
4/8/2025 21:40:08,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,4,4,4,3,3,5,4,5,3,4,3,3,4,4,4,4
4/8/2025 21:40:13,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/8/2025 21:50:13,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5
4/8/2025 21:51:10,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5
4/8/2025 21:51:11,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,2,3,2,3,3,4,4,4,4,4,4,4,4,2,3,4,4,4
4/8/2025 21:51:41,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,4,4,4,5,5,3,4,5,5,3,4,4,4,5,5,5,5
4/8/2025 21:52:01,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4
4/8/2025 21:52:07,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
4/8/2025 21:52:21,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 21:52:34,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,4,4,4,5,4,5,5,4,4,5,5,5,5,5,5
4/8/2025 21:52:35,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,3,4,4,4,4,4,4,3,3,3,4,3,5,5,5,5
4/8/2025 21:52:43,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
4/8/2025 21:54:08,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,4,2,5,5,5,3,5,5,4,3,3,5,4,5,5,5,5
4/8/2025 21:54:08,Nữ,Năm thứ ba,1 - 3 năm,Miền Trung,3,4,2,4,4,5,5,5,4,4,3,3,4,3,4,4,5,5
4/8/2025 21:56:14,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,4,3,3,3,3,3,4,4,3,4,4,2,3,4,3,3
4/8/2025 21:56:14,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,4,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,5
4/8/2025 21:56:34,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 21:57:12,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 21:57:35,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,4,5,3,3,4,5,4,4,2,3,3,4,4,4,4,5,4,4
4/8/2025 22:03:10,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 22:04:09,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,4,4,2,4,4,5,2,4,4,4,4,4,5,5,5
4/8/2025 22:17:02,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,2,4,2,4,5,2,2,4,5,5,4,5,5,5,4,5,5,5
4/8/2025 22:21:43,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,4,2,4,4,4,4,4,5,2,2,4,4,4,5,5,5,5
4/8/2025 22:22:32,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,5,4,4,5,5,4,4,4,5,3,4,4,5,4,5,5,4,4
4/8/2025 22:23:42,Nữ,Năm thứ ba,Dưới 1 năm,Miền Nam,2,4,4,4,5,2,5,5,5,4,2,2,5,5,5,5,5,5
4/8/2025 22:26:35,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 22:27:17,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,5,4,4,5,5,5,4,5,5,5,4,4,5,5,5,4,4,3
4/8/2025 22:30:36,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/8/2025 22:31:42,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 22:32:41,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 22:38:25,Nữ,Khác,1 - 3 năm,Miền Nam,4,5,5,4,4,2,4,4,5,5,4,4,4,4,4,5,5,5
4/8/2025 22:40:46,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,3,3,4,4,4,3,3,3,4,2,4,4,5,5
4/8/2025 22:43:13,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,4,2,4,3,4,5,4,4,4,5,5,5,5,5,4
4/8/2025 22:51:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,4,3,2,4,4,4,2,4,4,4,4,4,4,4,4
4/8/2025 22:56:46,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,4,3,2,3,4,5,5,4,2,3,4,2,4,4,4,4
4/8/2025 23:02:16,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 23:02:59,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
4/8/2025 23:10:04,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,4,4,4,5,5,5,2,5,5,5,5,5,5,5,5
4/8/2025 23:15:04,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 23:20:06,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
4/8/2025 23:22:31,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5
4/8/2025 23:25:25,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/8/2025 23:28:37,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4
4/8/2025 23:30:48,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,5,5,4
4/8/2025 23:32:49,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,2,4,2,4,4,4,4,2,2,4,4,4,4,4,4,4
4/8/2025 23:34:55,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,3,3,4,4,5,5,5,5,5,5,3,5,5,5,5
4/8/2025 23:35:46,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,4,4,3,4,5,4,5,4,5,5,4,5,4,5,4,5
4/8/2025 23:37:34,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,3,3,3,5,5,4,3,3,5,3,4,4,4,3,3,4,4,4
4/8/2025 23:55:56,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,4,2,4,4,4,4,5,4,4,4,5,4,5,4,4,4
4/9/2025 0:26:08,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,4,4,4,4,3,4,4,5,4,4,5,5,4,4,4,5,5
4/9/2025 0:26:34,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,4,5,3,3,5,4,4,5,5,4,5,5,5,5,5,5,5
4/9/2025 0:42:03,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,4,3,3,2,4,4,5,2,3,4,4,3,4,4,3,3
4/9/2025 0:44:04,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,5,3,3
4/9/2025 6:31:05,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,3,4,3,3,3,3,3,3,3,4,4,5,5,4,4
4/9/2025 7:06:33,Nữ,Năm thứ tư,"Dưới 1 năm, Trên 3 năm",Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/9/2025 7:06:37,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:07:20,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5
4/9/2025 7:07:50,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/9/2025 7:08:05,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/9/2025 7:08:16,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/9/2025 7:08:21,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,5,5,5
4/9/2025 7:08:36,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,3,3,3,4,3,4,4,3,3,3,4,4,5,5,4,4
4/9/2025 7:09:23,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,4,4,4,4,5,5,3,4,4,5,5,4,5,5,5
4/9/2025 7:09:26,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:09:33,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,5,5,4,4,4,5,4,5,3,4,5,4,4,5,5,4,5
4/9/2025 7:09:37,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5
4/9/2025 7:09:49,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:09:51,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:10:04,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:10:06,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3
4/9/2025 7:10:10,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:10:20,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,3,4,3,4,5,5,5,4,3,5,5,5,5,3,5,5
4/9/2025 7:10:27,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:10:32,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:10:37,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,4,4,4,5,4,5,4,5,5,5,5,4,5,5,4,5
4/9/2025 7:10:52,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:10:59,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4
4/9/2025 7:11:09,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:11:11,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4
4/9/2025 7:11:13,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:11:30,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,4,5,4,3,3,3,4,5,4,3,4,4,4,5,5,5,5,5
4/9/2025 7:11:40,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,3,3,3,3,5,4,4,4,4,4,4,4,5,5,5,5,3
4/9/2025 7:11:47,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,4,3,4,3,4,4,4,4,3,3,4,4,3,4,4,4
4/9/2025 7:11:48,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,4,5,5,4,3,5,3,2,2,3,5,5,4,4,4,5
4/9/2025 7:11:54,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,1,1,1,2,2,2,2,2,3,2,3,3,1,1,1,1,1,1
4/9/2025 7:12:07,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,4,3,4,5,5,5,3,3,4,5,4,5,5,5,5
4/9/2025 7:12:09,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:12:16,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,2,4,3,4,4,4,4,3,4,3,4,4,3,5,4,4
4/9/2025 7:12:18,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,4,4,4,4,5,5,5,4,5,5,5,4,4,3,4,4,4,4
4/9/2025 7:12:25,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
4/9/2025 7:12:39,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4
4/9/2025 7:12:57,Nữ,Năm thứ ba,1 - 3 năm,Miền Trung,4,5,3,2,2,4,1,3,5,4,3,3,4,4,5,5,5,3
4/9/2025 7:13:03,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,5,4,2,3,3,4,3,1,5,2,3,3,4,4,5,5,5,4
4/9/2025 7:13:16,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,3,4,3,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4
4/9/2025 7:13:22,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5
4/9/2025 7:13:33,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,4,4,2,3,3,5,5,1,5,4,5,5,5,5,5,3
4/9/2025 7:14:19,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4
4/9/2025 7:14:23,Nữ,Năm thứ ba,Trên 3 năm,Miền Bắc,3,5,2,3,4,3,3,4,4,4,5,5,4,4,5,5,5,5
4/9/2025 7:14:45,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:14:57,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:15:06,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,5,4,5,5,5,5,4,4,5,5,3,4,5,5,4
4/9/2025 7:15:23,Nữ,Năm thứ tư,Dưới 1 năm,Miền Bắc,5,5,5,5,4,4,5,5,4,5,4,4,5,5,5,5,5,5
4/9/2025 7:17:27,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,4,3,2,3,2,1,4,4,3,4,4,2,4,3,4,4,5,5
4/9/2025 7:19:07,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3
4/9/2025 7:19:52,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
